DEBUG 
312:56:02,918  3424ms PetriNetsController    Get                - OnEntry
DEBUG 2016-12-19 23:37:48,173 19066ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:37:49,128 20021ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:38:26,789 57682ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 37659 miliseconds
DEBUG 2016-12-19 23:38:26,791 57684ms LoggingAspect          OnExit             - After method: Get was executed in 43616 miliseconds
DEBUG 2016-12-19 23:41:32,511  4445ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:41:32,741  4675ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:41:32,742  4676ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:41:32,744  4677ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:41:32,746  4680ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 1 miliseconds
DEBUG 2016-12-19 23:41:32,746  4680ms LoggingAspect          OnExit             - After method: Get was executed in 161 miliseconds
DEBUG 2016-12-19 23:44:10,349 68830ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:44:11,487 69968ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:44:11,496 69977ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:44:11,497 69978ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:44:11,513 69994ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 14 miliseconds
DEBUG 2016-12-19 23:44:11,513 69994ms LoggingAspect          OnExit             - After method: Get was executed in 702 miliseconds
DEBUG 2016-12-19 23:44:21,555 80036ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:44:21,556 80037ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:44:21,557 80038ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:44:25,965 84446ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:46:24,380 202861ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 118415 miliseconds
DEBUG 2016-12-19 23:46:24,381 202862ms LoggingAspect          OnExit             - After method: Get was executed in 122825 miliseconds
DEBUG 2016-12-19 23:46:32,827 211309ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:46:32,828 211310ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:46:32,828 211310ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:46:36,614 215095ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:51:33,779 96006ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:51:34,129 96356ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:51:34,129 96357ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:51:39,906 102133ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:54:42,900  5310ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:54:43,116  5527ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:54:43,117  5528ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:54:47,936 10347ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:57:48,070 190480ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:57:48,077 190488ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:57:48,099 190509ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:57:49,842 192252ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:59:07,345 269756ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-19 23:59:07,413 269824ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-19 23:59:07,417 269828ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-19 23:59:08,288 270699ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-19 23:59:18,553 280964ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 269441 miliseconds
DEBUG 2016-12-19 23:59:24,201 286612ms LoggingAspect          OnExit             - After method: Get was executed in 281286 miliseconds
DEBUG 2016-12-19 23:59:24,200 286611ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 14179 miliseconds
DEBUG 2016-12-19 23:59:24,201 286612ms LoggingAspect          OnExit             - After method: Get was executed in 16833 miliseconds
DEBUG 2016-12-19 23:59:24,200 286611ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 92470 miliseconds
DEBUG 2016-12-19 23:59:24,202 286613ms LoggingAspect          OnExit             - After method: Get was executed in 96131 miliseconds
DEBUG 2016-12-20 00:01:20,592 403003ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:01:20,593 403004ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:01:20,594 403005ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:01:23,317 405728ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:04:46,626   381ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:04:46,796   551ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:04:46,805   559ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:04:59,471 13225ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:05:27,662 41417ms LoggingAspect          OnException        - Method: IsHistoryValid throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-20 00:05:27,679 41434ms LoggingAspect          OnExit             - After method: IsHistoryValid was executed in 28207 miliseconds
DEBUG 2016-12-20 00:05:27,685 41440ms LoggingAspect          OnException        - Method: Get throw an excetion PostSharp.Aspects.MethodExecutionArgs
DEBUG 2016-12-20 00:05:28,835 42590ms LoggingAspect          OnExit             - After method: Get was executed in 42175 miliseconds
DEBUG 2016-12-20 00:06:04,437 78191ms LoggingAspect          OnEntry            - Before method: Get execution
DEBUG 2016-12-20 00:06:04,438 78193ms LoggingAspect          OnEntry            - Before method: CreateNetwork execution
DEBUG 2016-12-20 00:06:04,438 78193ms LoggingAspect          OnExit             - After method: CreateNetwork was executed in 0 miliseconds
DEBUG 2016-12-20 00:06:06,837 80591ms LoggingAspect          OnEntry            - Before method: IsHistoryValid execution
DEBUG 2016-12-20 00:09:26,169 18046ms LoggingAspect          OnEntry            - Before method: Get execution
